sample_idx,time_s,ao_v,ipg_est_mv,source_signal_uv
3991,7.794922,-0.01944694,-0.019447,-1.944694
3992,7.796875,-0.02843175,-0.028432,-2.843175
3993,7.798828,-0.09051234,-0.090512,-9.051234
3994,7.800781,-0.06524438,-0.065244,-6.524438
3995,7.802734,-0.07916389,-0.079164,-7.916389
3996,7.804688,-0.04508129,-0.045081,-4.508129
3997,7.806641,-0.00305190,-0.003052,-0.305190
3998,7.808594,-0.03037158,-0.030372,-3.037158
3999,7.810547,-0.08112487,-0.081125,-8.112487
4000,7.812500,-0.10439113,-0.104391,-10.439113
4001,7.814453,-0.08583910,-0.085839,-8.583910
4002,7.816406,-0.11301899,-0.113019,-11.301899
4003,7.818359,-0.11404795,-0.114048,-11.404795
4004,7.820312,-0.11851455,-0.118515,-11.851455
4005,7.822266,-0.16559404,-0.165594,-16.559404
4006,7.824219,-0.17650918,-0.176509,-17.650918
4007,7.826172,-0.15741687,-0.157417,-15.741687
4008,7.828125,-0.11490479,-0.114905,-11.490479
4009,7.830078,-0.10748244,-0.107482,-10.748244
4010,7.832031,-0.07931403,-0.079314,-7.931403
4011,7.833984,-0.11476889,-0.114769,-11.476889
4012,7.835938,-0.13963012,-0.139630,-13.963012
4013,7.837891,-0.11293811,-0.112938,-11.293811
4014,7.839844,-0.13094902,-0.130949,-13.094902
4015,7.841797,-0.09948593,-0.099486,-9.948593
4016,7.843750,-0.08528146,-0.085281,-8.528146
4017,7.845703,-0.10480367,-0.104804,-10.480367
4018,7.847656,-0.08255450,-0.082554,-8.255450
4019,7.849609,-0.07389780,-0.073898,-7.389780
4020,7.851562,-0.11651296,-0.116513,-11.651296
4021,7.853516,-0.12240330,-0.122403,-12.240330
4022,7.855469,-0.09468243,-0.094682,-9.468243
4023,7.857422,-0.10757239,-0.107572,-10.757239
4024,7.859375,-0.07762605,-0.077626,-7.762605
4025,7.861328,-0.05492072,-0.054921,-5.492072
4026,7.863281,-0.11091844,-0.110918,-11.091844
4027,7.865234,-0.04220392,-0.042204,-4.220392
4028,7.867188,-0.04903589,-0.049036,-4.903589
4029,7.869141,-0.06810003,-0.068100,-6.810003
4030,7.871094,-0.06490791,-0.064908,-6.490791
4031,7.873047,-0.03669919,-0.036699,-3.669919
4032,7.875000,0.01101736,0.011017,1.101736
4033,7.876953,0.04241875,0.042419,4.241875
4034,7.878906,-0.00160374,-0.001604,-0.160374
4035,7.880859,-0.00628151,-0.006282,-0.628151
4036,7.882812,0.01248581,0.012486,1.248581
4037,7.884766,-0.02687533,-0.026875,-2.687533
4038,7.886719,-0.08129964,-0.081300,-8.129964
4039,7.888672,-0.08330877,-0.083309,-8.330877
4040,7.890625,-0.10785385,-0.107854,-10.785385
4041,7.892578,-0.09610360,-0.096104,-9.610360
4042,7.894531,-0.13319689,-0.133197,-13.319689
4043,7.896484,-0.10874415,-0.108744,-10.874415
4044,7.898438,-0.14579407,-0.145794,-14.579407
4045,7.900391,-0.10547731,-0.105477,-10.547731
4046,7.902344,-0.10817363,-0.108174,-10.817363
4047,7.904297,-0.05765808,-0.057658,-5.765808
4048,7.906250,-0.04671922,-0.046719,-4.671922
4049,7.908203,-0.08664658,-0.086647,-8.664658
4050,7.910156,-0.02363021,-0.023630,-2.363021
4051,7.912109,-0.09695215,-0.096952,-9.695215
4052,7.914062,-0.15463892,-0.154639,-15.463892
4053,7.916016,-0.12239509,-0.122395,-12.239509
4054,7.917969,-0.10897776,-0.108978,-10.897776
4055,7.919922,-0.06651280,-0.066513,-6.651280
4056,7.921875,-0.04650401,-0.046504,-4.650401
4057,7.923828,-0.05618341,-0.056183,-5.618341
4058,7.925781,-0.10539322,-0.105393,-10.539322
4059,7.927734,-0.08072134,-0.080721,-8.072134
4060,7.929688,-0.05492824,-0.054928,-5.492824
4061,7.931641,-0.01338358,-0.013384,-1.338358
4062,7.933594,-0.05162810,-0.051628,-5.162810
4063,7.935547,-0.05439644,-0.054396,-5.439644
4064,7.937500,-0.05720019,-0.057200,-5.720019
4065,7.939453,-0.09475252,-0.094753,-9.475252
4066,7.941406,-0.03977847,-0.039778,-3.977847
4067,7.943359,-0.01510274,-0.015103,-1.510274
4068,7.945312,-0.04467053,-0.044671,-4.467053
4069,7.947266,-0.01432074,-0.014321,-1.432074
4070,7.949219,0.01340411,0.013404,1.340411
4071,7.951172,-0.02106768,-0.021068,-2.106768
4072,7.953125,0.00130699,0.001307,0.130699
4073,7.955078,-0.01803597,-0.018036,-1.803597
4074,7.957031,0.01789296,0.017893,1.789296
4075,7.958984,0.02292950,0.022929,2.292950
4076,7.960938,-0.05440118,-0.054401,-5.440118
4077,7.962891,-0.07251759,-0.072518,-7.251759
4078,7.964844,-0.03024247,-0.030242,-3.024247
4079,7.966797,-0.06311992,-0.063120,-6.311992
4080,7.968750,-0.05468187,-0.054682,-5.468187
4081,7.970703,-0.03162743,-0.031627,-3.162743
4082,7.972656,-0.05253769,-0.052538,-5.253769
4083,7.974609,-0.05521213,-0.055212,-5.521213
4084,7.976562,-0.05055631,-0.050556,-5.055631
4085,7.978516,-0.08281988,-0.082820,-8.281988
4086,7.980469,-0.05521232,-0.055212,-5.521232
4087,7.982422,-0.02503259,-0.025033,-2.503259
4088,7.984375,-0.01707946,-0.017079,-1.707946
4089,7.986328,-0.03740537,-0.037405,-3.740537
4090,7.988281,0.00009879,0.000099,0.009879
4091,7.990234,-0.00754379,-0.007544,-0.754379
4092,7.992188,-0.04239069,-0.042391,-4.239069
4093,7.994141,-0.03136045,-0.031360,-3.136045
4094,7.996094,0.00373176,0.003732,0.373176
4095,7.998047,0.06963946,0.069639,6.963946
4096,8.000000,0.07917263,0.079173,7.917263
4097,8.001953,0.02015364,0.020154,2.015364
4098,8.003906,-0.04281764,-0.042818,-4.281764
4099,8.005859,-0.03001029,-0.030010,-3.001029
4100,8.007812,-0.01259242,-0.012592,-1.259242
4101,8.009766,-0.04468395,-0.044684,-4.468395
4102,8.011719,-0.05211302,-0.052113,-5.211302
4103,8.013672,-0.05398775,-0.053988,-5.398775
4104,8.015625,-0.01710807,-0.017108,-1.710807
4105,8.017578,0.00368007,0.003680,0.368007
4106,8.019531,0.00199289,0.001993,0.199289
4107,8.021484,0.02070749,0.020707,2.070749
4108,8.023438,-0.03240890,-0.032409,-3.240890
4109,8.025391,-0.04945554,-0.049456,-4.945554
4110,8.027344,-0.01452687,-0.014527,-1.452687
4111,8.029297,-0.06346077,-0.063461,-6.346077
4112,8.031250,-0.09852810,-0.098528,-9.852810
4113,8.033203,-0.03536449,-0.035364,-3.536449
4114,8.035156,-0.08120930,-0.081209,-8.120930
4115,8.037109,-0.04707858,-0.047079,-4.707858
4116,8.039062,-0.07782475,-0.077825,-7.782475
4117,8.041016,-0.07339826,-0.073398,-7.339826
4118,8.042969,-0.03806152,-0.038062,-3.806152
4119,8.044922,-0.02436029,-0.024360,-2.436029
4120,8.046875,-0.01405527,-0.014055,-1.405527
4121,8.048828,-0.03468844,-0.034688,-3.468844
4122,8.050781,-0.04618234,-0.046182,-4.618234
4123,8.052734,-0.03610830,-0.036108,-3.610830
4124,8.054688,-0.00803723,-0.008037,-0.803723
4125,8.056641,-0.03052053,-0.030521,-3.052053
4126,8.058594,-0.01561638,-0.015616,-1.561638
4127,8.060547,0.00489559,0.004896,0.489559
4128,8.062500,-0.01811631,-0.018116,-1.811631
4129,8.064453,-0.01988609,-0.019886,-1.988609
4130,8.066406,-0.05853292,-0.058533,-5.853292
4131,8.068359,-0.07628648,-0.076286,-7.628648
4132,8.070312,-0.06588171,-0.065882,-6.588171
4133,8.072266,-0.08366780,-0.083668,-8.366780
4134,8.074219,-0.11507407,-0.115074,-11.507407
4135,8.076172,-0.06617696,-0.066177,-6.617696
4136,8.078125,-0.09281341,-0.092813,-9.281341
4137,8.080078,-0.05804860,-0.058049,-5.804860
4138,8.082031,-0.07317956,-0.073180,-7.317956
4139,8.083984,-0.11197926,-0.111979,-11.197926
4140,8.085938,-0.11339257,-0.113393,-11.339257
4141,8.087891,-0.11133622,-0.111336,-11.133622
4142,8.089844,-0.08343691,-0.083437,-8.343691
4143,8.091797,-0.00001400,-0.000014,-0.001400
4144,8.093750,0.02717539,0.027175,2.717539
4145,8.095703,-0.02154232,-0.021542,-2.154232
4146,8.097656,0.03719790,0.037198,3.719790
4147,8.099609,0.05519015,0.055190,5.519015
4148,8.101562,0.00596245,0.005962,0.596245
4149,8.103516,0.03123246,0.031232,3.123246
4150,8.105469,0.05786570,0.057866,5.786570
4151,8.107422,0.10696760,0.106968,10.696760
4152,8.109375,0.06698653,0.066987,6.698653
4153,8.111328,0.04992087,0.049921,4.992087
4154,8.113281,0.05897159,0.058972,5.897159
4155,8.115234,0.05611726,0.056117,5.611726
4156,8.117188,0.03392395,0.033924,3.392395
4157,8.119141,-0.00547457,-0.005475,-0.547457
4158,8.121094,0.01069354,0.010694,1.069354
4159,8.123047,-0.05087615,-0.050876,-5.087615
4160,8.125000,-0.04234757,-0.042348,-4.234757
4161,8.126953,-0.02855706,-0.028557,-2.855706
4162,8.128906,-0.04252436,-0.042524,-4.252436
4163,8.130859,-0.06272088,-0.062721,-6.272088
4164,8.132812,-0.04005341,-0.040053,-4.005341
4165,8.134766,-0.08559309,-0.085593,-8.559309
4166,8.136719,-0.10585135,-0.105851,-10.585135
4167,8.138672,-0.10797114,-0.107971,-10.797114
4168,8.140625,-0.08098151,-0.080982,-8.098151
4169,8.142578,-0.05071280,-0.050713,-5.071280
4170,8.144531,-0.06514635,-0.065146,-6.514635
4171,8.146484,-0.05486918,-0.054869,-5.486918
4172,8.148438,-0.05463826,-0.054638,-5.463826
4173,8.150391,-0.09162338,-0.091623,-9.162338
4174,8.152344,-0.09757041,-0.097570,-9.757041
4175,8.154297,-0.11650595,-0.116506,-11.650595
4176,8.156250,-0.08501796,-0.085018,-8.501796
4177,8.158203,-0.07812573,-0.078126,-7.812573
4178,8.160156,-0.09053197,-0.090532,-9.053197
4179,8.162109,-0.08775161,-0.087752,-8.775161
4180,8.164062,-0.10844095,-0.108441,-10.844095
4181,8.166016,-0.10283378,-0.102834,-10.283378
4182,8.167969,-0.09227505,-0.092275,-9.227505
4183,8.169922,-0.09268212,-0.092682,-9.268212
4184,8.171875,-0.08561172,-0.085612,-8.561172
4185,8.173828,-0.09775572,-0.097756,-9.775572
4186,8.175781,-0.12481108,-0.124811,-12.481108
4187,8.177734,-0.11776376,-0.117764,-11.776376
4188,8.179688,-0.10246974,-0.102470,-10.246974
4189,8.181641,-0.16341716,-0.163417,-16.341716
4190,8.183594,-0.14539181,-0.145392,-14.539181
4191,8.185547,-0.12696703,-0.126967,-12.696703
4192,8.187500,-0.12888173,-0.128882,-12.888173
4193,8.189453,-0.08742077,-0.087421,-8.742077
4194,8.191406,-0.07384542,-0.073845,-7.384542
4195,8.193359,-0.05662970,-0.056630,-5.662970
4196,8.195312,-0.06581314,-0.065813,-6.581314
4197,8.197266,-0.04040624,-0.040406,-4.040624
4198,8.199219,-0.07040889,-0.070409,-7.040889
4199,8.201172,-0.13936918,-0.139369,-13.936918
4200,8.203125,-0.09554021,-0.095540,-9.554021
4201,8.205078,-0.09983030,-0.099830,-9.983030
4202,8.207031,-0.05378234,-0.053782,-5.378234
4203,8.208984,-0.06594763,-0.065948,-6.594763
4204,8.210938,-0.04620015,-0.046200,-4.620015
4205,8.212891,-0.14377813,-0.143778,-14.377813
4206,8.214844,-0.12687830,-0.126878,-12.687830
4207,8.216797,-0.11398682,-0.113987,-11.398682
4208,8.218750,-0.08928310,-0.089283,-8.928310
4209,8.220703,-0.10809892,-0.108099,-10.809892
4210,8.222656,-0.16331338,-0.163313,-16.331338
4211,8.224609,-0.16370794,-0.163708,-16.370794
4212,8.226562,-0.12496436,-0.124964,-12.496436
4213,8.228516,-0.15681004,-0.156810,-15.681004
4214,8.230469,-0.15030278,-0.150303,-15.030278
4215,8.232422,-0.09910382,-0.099104,-9.910382
4216,8.234375,-0.07766669,-0.077667,-7.766669
4217,8.236328,-0.05144827,-0.051448,-5.144827
4218,8.238281,-0.03199649,-0.031996,-3.199649
4219,8.240234,-0.00958193,-0.009582,-0.958193
4220,8.242188,0.01212703,0.012127,1.212703
4221,8.244141,0.00487703,0.004877,0.487703
4222,8.246094,-0.03309730,-0.033097,-3.309730
4223,8.248047,0.03596408,0.035964,3.596408
4224,8.250000,0.02976962,0.029770,2.976962
4225,8.251953,0.01029549,0.010295,1.029549
4226,8.253906,0.01807580,0.018076,1.807580
4227,8.255859,-0.00019197,-0.000192,-0.019197
4228,8.257812,-0.00282621,-0.002826,-0.282621
4229,8.259766,-0.05079553,-0.050796,-5.079553
4230,8.261719,-0.00806678,-0.008067,-0.806678
4231,8.263672,-0.02871368,-0.028714,-2.871368
4232,8.265625,0.01356774,0.013568,1.356774
4233,8.267578,-0.02120658,-0.021207,-2.120658
4234,8.269531,-0.02390380,-0.023904,-2.390380
4235,8.271484,-0.04046505,-0.040465,-4.046505
4236,8.273438,-0.13558820,-0.135588,-13.558820
4237,8.275391,-0.10943903,-0.109439,-10.943903
4238,8.277344,-0.09049868,-0.090499,-9.049868
4239,8.279297,-0.06504214,-0.065042,-6.504214
4240,8.281250,-0.11855284,-0.118553,-11.855284
4241,8.283203,-0.12319762,-0.123198,-12.319762
4242,8.285156,-0.12060757,-0.120608,-12.060757
4243,8.287109,-0.09856330,-0.098563,-9.856330
4244,8.289062,-0.06746167,-0.067462,-6.746167
4245,8.291016,-0.06875931,-0.068759,-6.875931
4246,8.292969,-0.06518835,-0.065188,-6.518835
4247,8.294922,-0.06014573,-0.060146,-6.014573
4248,8.296875,-0.05458686,-0.054587,-5.458686
4249,8.298828,-0.04914677,-0.049147,-4.914677
4250,8.300781,-0.01472840,-0.014728,-1.472840
4251,8.302734,-0.02700335,-0.027003,-2.700335
4252,8.304688,-0.08882394,-0.088824,-8.882394
4253,8.306641,-0.08784372,-0.087844,-8.784372
4254,8.308594,-0.09482748,-0.094827,-9.482748
4255,8.310547,-0.09599150,-0.095992,-9.599150
4256,8.312500,-0.10409325,-0.104093,-10.409325
4257,8.314453,-0.11611020,-0.116110,-11.611020
4258,8.316406,-0.14949097,-0.149491,-14.949097
4259,8.318359,-0.20791959,-0.207920,-20.791959
4260,8.320312,-0.16633800,-0.166338,-16.633800
4261,8.322266,-0.18725994,-0.187260,-18.725994
4262,8.324219,-0.18074916,-0.180749,-18.074916
4263,8.326172,-0.15017286,-0.150173,-15.017286
4264,8.328125,-0.15142606,-0.151426,-15.142606
4265,8.330078,-0.17903107,-0.179031,-17.903107
4266,8.332031,-0.16057859,-0.160579,-16.057859
4267,8.333984,-0.13416325,-0.134163,-13.416325
4268,8.335938,-0.18563746,-0.185637,-18.563746
4269,8.337891,-0.15206969,-0.152070,-15.206969
4270,8.339844,-0.13197641,-0.131976,-13.197641
4271,8.341797,-0.13264674,-0.132647,-13.264674
4272,8.343750,-0.11101949,-0.111019,-11.101949
4273,8.345703,-0.07341961,-0.073420,-7.341961
4274,8.347656,-0.04342313,-0.043423,-4.342313
4275,8.349609,-0.06782636,-0.067826,-6.782636
4276,8.351562,-0.13947695,-0.139477,-13.947695
4277,8.353516,-0.15709524,-0.157095,-15.709524
4278,8.355469,-0.12621386,-0.126214,-12.621386
4279,8.357422,-0.14670845,-0.146708,-14.670845
4280,8.359375,-0.12984440,-0.129844,-12.984440
4281,8.361328,-0.15430948,-0.154309,-15.430948
4282,8.363281,-0.19692111,-0.196921,-19.692111
4283,8.365234,-0.16338917,-0.163389,-16.338917
4284,8.367188,-0.14931748,-0.149317,-14.931748
4285,8.369141,-0.16597761,-0.165978,-16.597761
4286,8.371094,-0.17365029,-0.173650,-17.365029
4287,8.373047,-0.14338733,-0.143387,-14.338733
4288,8.375000,-0.17147418,-0.171474,-17.147418
4289,8.376953,-0.13368511,-0.133685,-13.368511
4290,8.378906,-0.12286334,-0.122863,-12.286334
4291,8.380859,-0.15289006,-0.152890,-15.289006
4292,8.382812,-0.11935320,-0.119353,-11.935320
4293,8.384766,-0.12539781,-0.125398,-12.539781
4294,8.386719,-0.12913406,-0.129134,-12.913406
4295,8.388672,-0.16261522,-0.162615,-16.261522
4296,8.390625,-0.15439110,-0.154391,-15.439110
4297,8.392578,-0.15098833,-0.150988,-15.098833
4298,8.394531,-0.18522434,-0.185224,-18.522434
4299,8.396484,-0.19521694,-0.195217,-19.521694
4300,8.398438,-0.20819980,-0.208200,-20.819980
4301,8.400391,-0.24222631,-0.242226,-24.222631
4302,8.402344,-0.20525888,-0.205259,-20.525888
4303,8.404297,-0.21650389,-0.216504,-21.650389
4304,8.406250,-0.18558983,-0.185590,-18.558983
4305,8.408203,-0.16525355,-0.165254,-16.525355
4306,8.410156,-0.19711582,-0.197116,-19.711582
4307,8.412109,-0.16881983,-0.168820,-16.881983
4308,8.414062,-0.16331954,-0.163320,-16.331954
4309,8.416016,-0.15562254,-0.155623,-15.562254
4310,8.417969,-0.19864245,-0.198642,-19.864245
4311,8.419922,-0.24239770,-0.242398,-24.239770
4312,8.421875,-0.24810279,-0.248103,-24.810279
4313,8.423828,-0.21833510,-0.218335,-21.833510
4314,8.425781,-0.21732526,-0.217325,-21.732526
4315,8.427734,-0.20867600,-0.208676,-20.867600
4316,8.429688,-0.17548250,-0.175482,-17.548250
4317,8.431641,-0.13934581,-0.139346,-13.934581
4318,8.433594,-0.18198478,-0.181985,-18.198478
4319,8.435547,-0.25549630,-0.255496,-25.549630
4320,8.437500,-0.24573654,-0.245737,-24.573654
4321,8.439453,-0.22834756,-0.228348,-22.834756
4322,8.441406,-0.22813075,-0.228131,-22.813075
4323,8.443359,-0.22526319,-0.225263,-22.526319
4324,8.445312,-0.19756699,-0.197567,-19.756699
4325,8.447266,-0.19489362,-0.194894,-19.489362
4326,8.449219,-0.19695299,-0.196953,-19.695299
4327,8.451172,-0.17822457,-0.178225,-17.822457
4328,8.453125,-0.18114465,-0.181145,-18.114465
4329,8.455078,-0.16992609,-0.169926,-16.992609
4330,8.457031,-0.16232470,-0.162325,-16.232470
4331,8.458984,-0.16747185,-0.167472,-16.747185
4332,8.460938,-0.09895399,-0.098954,-9.895399
4333,8.462891,-0.05549171,-0.055492,-5.549171
4334,8.464844,-0.13277677,-0.132777,-13.277677
4335,8.466797,-0.14939300,-0.149393,-14.939300
4336,8.468750,-0.16633913,-0.166339,-16.633913
4337,8.470703,-0.13678583,-0.136786,-13.678583
4338,8.472656,-0.13974933,-0.139749,-13.974933
4339,8.474609,-0.18393529,-0.183935,-18.393529
4340,8.476562,-0.17960929,-0.179609,-17.960929
4341,8.478516,-0.18572760,-0.185728,-18.572760
4342,8.480469,-0.17051350,-0.170514,-17.051350
4343,8.482422,-0.15732501,-0.157325,-15.732501
4344,8.484375,-0.14145084,-0.141451,-14.145084
4345,8.486328,-0.19348136,-0.193481,-19.348136
4346,8.488281,-0.18295571,-0.182956,-18.295571
4347,8.490234,-0.17420786,-0.174208,-17.420786
4348,8.492188,-0.21249687,-0.212497,-21.249687
4349,8.494141,-0.23031198,-0.230312,-23.031198
4350,8.496094,-0.19351611,-0.193516,-19.351611
4351,8.498047,-0.17252579,-0.172526,-17.252579
4352,8.500000,-0.13975498,-0.139755,-13.975498
4353,8.501953,-0.11672721,-0.116727,-11.672721
4354,8.503906,-0.10479076,-0.104791,-10.479076
4355,8.505859,-0.11265164,-0.112652,-11.265164
4356,8.507812,-0.04737324,-0.047373,-4.737324
4357,8.509766,-0.02034655,-0.020347,-2.034655
4358,8.511719,-0.03323330,-0.033233,-3.323330
4359,8.513672,0.00525865,0.005259,0.525865
4360,8.515625,0.02985832,0.029858,2.985832
4361,8.517578,0.04859783,0.048598,4.859783
4362,8.519531,0.01391500,0.013915,1.391500
4363,8.521484,-0.05935623,-0.059356,-5.935623
4364,8.523438,-0.09507238,-0.095072,-9.507238
4365,8.525391,-0.07891811,-0.078918,-7.891811
4366,8.527344,-0.11356390,-0.113564,-11.356390
4367,8.529297,-0.13801361,-0.138014,-13.801361
4368,8.531250,-0.20749612,-0.207496,-20.749612
4369,8.533203,-0.22596638,-0.225966,-22.596638
4370,8.535156,-0.16875082,-0.168751,-16.875082
4371,8.537109,-0.12380510,-0.123805,-12.380510
4372,8.539062,-0.14491973,-0.144920,-14.491973
4373,8.541016,-0.14606722,-0.146067,-14.606722
4374,8.542969,-0.08217253,-0.082173,-8.217253
4375,8.544922,-0.08385831,-0.083858,-8.385831
4376,8.546875,-0.08584862,-0.085849,-8.584862
4377,8.548828,-0.07800299,-0.078003,-7.800299
4378,8.550781,-0.10578144,-0.105781,-10.578144
4379,8.552734,-0.06944101,-0.069441,-6.944101
4380,8.554688,-0.04525551,-0.045256,-4.525551
4381,8.556641,-0.03475661,-0.034757,-3.475661
4382,8.558594,-0.05176540,-0.051765,-5.176540
4383,8.560547,-0.04721541,-0.047215,-4.721541
4384,8.562500,-0.02888087,-0.028881,-2.888087
4385,8.564453,-0.02791424,-0.027914,-2.791424
4386,8.566406,-0.03791977,-0.037920,-3.791977
4387,8.568359,-0.04142441,-0.041424,-4.142441
4388,8.570312,0.00258688,0.002587,0.258688
4389,8.572266,-0.00127868,-0.001279,-0.127868
4390,8.574219,0.00079234,0.000792,0.079234
4391,8.576172,-0.00603953,-0.006040,-0.603953
4392,8.578125,0.03315535,0.033155,3.315535
4393,8.580078,-0.02139006,-0.021390,-2.139006
4394,8.582031,-0.05485155,-0.054852,-5.485155
4395,8.583984,-0.06751906,-0.067519,-6.751906
4396,8.585938,-0.02768317,-0.027683,-2.768317
4397,8.587891,0.03252070,0.032521,3.252070
4398,8.589844,0.01576066,0.015761,1.576066
4399,8.591797,-0.02295005,-0.022950,-2.295005
4400,8.593750,-0.04867719,-0.048677,-4.867719
4401,8.595703,-0.11826534,-0.118265,-11.826534
4402,8.597656,-0.13233115,-0.132331,-13.233115
4403,8.599609,-0.14831785,-0.148318,-14.831785
4404,8.601562,-0.17338817,-0.173388,-17.338817
4405,8.603516,-0.14175529,-0.141755,-14.175529
4406,8.605469,-0.18235143,-0.182351,-18.235143
4407,8.607422,-0.21721230,-0.217212,-21.721230
4408,8.609375,-0.21807310,-0.218073,-21.807310
4409,8.611328,-0.18701357,-0.187014,-18.701357
4410,8.613281,-0.18576938,-0.185769,-18.576938
4411,8.615234,-0.19657879,-0.196579,-19.657879
4412,8.617188,-0.11004997,-0.110050,-11.004997
4413,8.619141,-0.13488619,-0.134886,-13.488619
4414,8.621094,-0.21353333,-0.213533,-21.353333
4415,8.623047,-0.15512528,-0.155125,-15.512528
4416,8.625000,-0.15258040,-0.152580,-15.258040
4417,8.626953,-0.16718692,-0.167187,-16.718692
4418,8.628906,-0.14498291,-0.144983,-14.498291
4419,8.630859,-0.12285001,-0.122850,-12.285001
4420,8.632812,-0.09480546,-0.094805,-9.480546
4421,8.634766,-0.14091374,-0.140914,-14.091374
4422,8.636719,-0.11831698,-0.118317,-11.831698
4423,8.638672,-0.15171385,-0.151714,-15.171385
4424,8.640625,-0.09681480,-0.096815,-9.681480
4425,8.642578,-0.11438624,-0.114386,-11.438624
4426,8.644531,-0.14868510,-0.148685,-14.868510
4427,8.646484,-0.09839194,-0.098392,-9.839194
4428,8.648438,-0.08510840,-0.085108,-8.510840
4429,8.650391,-0.11918641,-0.119186,-11.918641
4430,8.652344,-0.11788645,-0.117886,-11.788645
4431,8.654297,-0.14403754,-0.144038,-14.403754
4432,8.656250,-0.16823485,-0.168235,-16.823485
4433,8.658203,-0.15965340,-0.159653,-15.965340
4434,8.660156,-0.20165423,-0.201654,-20.165423
4435,8.662109,-0.21481624,-0.214816,-21.481624
4436,8.664062,-0.24175706,-0.241757,-24.175706
4437,8.666016,-0.27813393,-0.278134,-27.813393
4438,8.667969,-0.29056448,-0.290564,-29.056448
4439,8.669922,-0.30993613,-0.309936,-30.993613
4440,8.671875,-0.28951173,-0.289512,-28.951173
4441,8.673828,-0.28502433,-0.285024,-28.502433
4442,8.675781,-0.19712133,-0.197121,-19.712133
4443,8.677734,-0.21270370,-0.212704,-21.270370
4444,8.679688,-0.21690357,-0.216904,-21.690357
4445,8.681641,-0.21708708,-0.217087,-21.708708
4446,8.683594,-0.14623077,-0.146231,-14.623077
4447,8.685547,-0.10811707,-0.108117,-10.811707
4448,8.687500,-0.13877150,-0.138772,-13.877150
4449,8.689453,-0.11673189,-0.116732,-11.673189
4450,8.691406,-0.14525053,-0.145251,-14.525053
4451,8.693359,-0.15938830,-0.159388,-15.938830
4452,8.695312,-0.19549440,-0.195494,-19.549440
4453,8.697266,-0.15882177,-0.158822,-15.882177
4454,8.699219,-0.18811491,-0.188115,-18.811491
4455,8.701172,-0.22456104,-0.224561,-22.456104
4456,8.703125,-0.24000869,-0.240009,-24.000869
4457,8.705078,-0.23575449,-0.235754,-23.575449
4458,8.707031,-0.17060277,-0.170603,-17.060277
4459,8.708984,-0.18481301,-0.184813,-18.481301
4460,8.710938,-0.17482557,-0.174826,-17.482557
4461,8.712891,-0.17051816,-0.170518,-17.051816
4462,8.714844,-0.12729418,-0.127294,-12.729418
4463,8.716797,-0.10340969,-0.103410,-10.340969
4464,8.718750,-0.15750377,-0.157504,-15.750377
4465,8.720703,-0.11082012,-0.110820,-11.082012
4466,8.722656,-0.08406257,-0.084063,-8.406257
4467,8.724609,-0.09861694,-0.098617,-9.861694
4468,8.726562,-0.14201084,-0.142011,-14.201084
4469,8.728516,-0.16543687,-0.165437,-16.543687
4470,8.730469,-0.14831552,-0.148316,-14.831552
4471,8.732422,-0.17859670,-0.178597,-17.859670
4472,8.734375,-0.19951757,-0.199518,-19.951757
4473,8.736328,-0.20911712,-0.209117,-20.911712
4474,8.738281,-0.20332306,-0.203323,-20.332306
4475,8.740234,-0.15977928,-0.159779,-15.977928
4476,8.742188,-0.14884086,-0.148841,-14.884086
4477,8.744141,-0.18415059,-0.184151,-18.415059
4478,8.746094,-0.18155734,-0.181557,-18.155734
4479,8.748047,-0.13158902,-0.131589,-13.158902
4480,8.750000,-0.12562399,-0.125624,-12.562399
4481,8.751953,-0.18022974,-0.180230,-18.022974
4482,8.753906,-0.17775080,-0.177751,-17.775080
4483,8.755859,-0.13606081,-0.136061,-13.606081
4484,8.757812,-0.16863216,-0.168632,-16.863216
4485,8.759766,-0.14923673,-0.149237,-14.923673
4486,8.761719,-0.12246591,-0.122466,-12.246591
4487,8.763672,-0.09752585,-0.097526,-9.752585
4488,8.765625,-0.13973639,-0.139736,-13.973639
4489,8.767578,-0.15036854,-0.150369,-15.036854
4490,8.769531,-0.14150667,-0.141507,-14.150667
4491,8.771484,-0.14798468,-0.147985,-14.798468
4492,8.773438,-0.10394475,-0.103945,-10.394475
4493,8.775391,-0.14744705,-0.147447,-14.744705
4494,8.777344,-0.12047752,-0.120478,-12.047752
4495,8.779297,-0.14327330,-0.143273,-14.327330
4496,8.781250,-0.18401538,-0.184015,-18.401538
4497,8.783203,-0.15080485,-0.150805,-15.080485
4498,8.785156,-0.13472486,-0.134725,-13.472486
4499,8.787109,-0.19233786,-0.192338,-19.233786
4500,8.789062,-0.18074315,-0.180743,-18.074315
4501,8.791016,-0.17954786,-0.179548,-17.954786
4502,8.792969,-0.21007235,-0.210072,-21.007235
4503,8.794922,-0.17757298,-0.177573,-17.757298
4504,8.796875,-0.18774059,-0.187741,-18.774059
4505,8.798828,-0.23266846,-0.232668,-23.266846
4506,8.800781,-0.25046982,-0.250470,-25.046982
4507,8.802734,-0.24621873,-0.246219,-24.621873
4508,8.804688,-0.24487190,-0.244872,-24.487190
4509,8.806641,-0.26617677,-0.266177,-26.617677
4510,8.808594,-0.24723531,-0.247235,-24.723531
4511,8.810547,-0.25457344,-0.254573,-25.457344
4512,8.812500,-0.22915038,-0.229150,-22.915038
